BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
1,8000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,25000,0,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,26000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,3000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,42000,1600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,40000,1900,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,45000,2600,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,8500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,55000,2000,Hyderabad,Semi-Furnished,Family,3,Ground Floor/Basement
2,10000,1070,Hyderabad,Unfurnished,Family,2,Lower Floor
2,25000,1450,Hyderabad,Unfurnished,Family,2,Upper Floor
2,27000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors,3,Ground Floor/Basement
2,16000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,14000,0,Hyderabad,Semi-Furnished,Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
4,150000,0,Hyderabad,Semi-Furnished,Family,5,Upper Floor
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
3,26000,1550,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
2,13000,1300,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,28000,1600,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
2,8500,0,Hyderabad,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,10000,650,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
3,15000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
2,6000,0,Hyderabad,Unfurnished,Family,2,Ground Floor/Basement
3,30000,1940,Hyderabad,Semi-Furnished,Bachelors,3,Lower Floor
2,18000,700,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,8500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,7500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
1,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,20000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,11000,1000,Hyderabad,Semi-Furnished,Family,2,Ground Floor/Basement
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,17000,1800,Hyderabad,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
3,20000,2000,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
2,25000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,11500,1000,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,6500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,10000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,34000,1500,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,15000,0,Hyderabad,Furnished,Family,2,Ground Floor/Basement
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,9500,650,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,650,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,30000,1500,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,13000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,45000,1645,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,1300,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
2,19000,1000,Hyderabad,Semi-Furnished,Family,2,Lower Floor
3,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,1050,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
2,7000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,9500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,6500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,10000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,8000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
1,3300,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,20000,1000,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,8500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,8000,540,Hyderabad,Unfurnished,Family,1,Upper Floor
1,8000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,13000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
3,15500,1430,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,30000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,18000,1150,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
1,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,9000,1200,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,6000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,32000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,36000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,17000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,20000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,9500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,7000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,17000,100,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
2,19500,0,Hyderabad,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,25000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,180,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,13000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
4,52000,0,Hyderabad,Furnished,Bachelors/Family,4,Upper Floor
2,22000,1100,Hyderabad,Furnished,Family,2,Lower Floor
2,18000,1000,Hyderabad,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,7000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,16500,0,Hyderabad,Semi-Furnished,Family,3,Lower Floor
3,13000,1550,Hyderabad,Unfurnished,Bachelors,3,Lower Floor
1,6000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,6000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,21000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,10000,1000,Hyderabad,Furnished,Family,2,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,30000,1800,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
2,15000,1300,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,10000,1000,Hyderabad,Semi-Furnished,Bachelors,2,Upper Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,8500,1000,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,5000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,30000,1800,Hyderabad,Unfurnished,Family,3,Upper Floor
1,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,15500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,26000,0,Hyderabad,Semi-Furnished,Family,2,Upper Floor
1,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
3,15000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Semi-Furnished,Family,2,Lower Floor
3,20000,1150,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,12500,850,Hyderabad,Unfurnished,Bachelors,2,Ground Floor/Basement
2,18000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,21000,1400,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,95000,2700,Hyderabad,Furnished,Bachelors,3,Upper Floor
3,26000,1700,Hyderabad,Semi-Furnished,Family,3,Lower Floor
3,53000,0,Hyderabad,Semi-Furnished,Family,2,Upper Floor
2,13000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,28000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,57000,0,Hyderabad,Unfurnished,Bachelors,3,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
3,21467,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
1,32000,1050,Hyderabad,Furnished,Bachelors,1,Upper Floor
1,7000,400,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,30000,0,Hyderabad,Semi-Furnished,Bachelors,2,Lower Floor
3,40000,0,Hyderabad,Unfurnished,Bachelors,3,Upper Floor
1,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
2,18000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,25000,0,Hyderabad,Furnished,Bachelors/Family,3,Upper Floor
1,8500,700,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,20000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Upper Floor
3,18000,0,Hyderabad,Semi-Furnished,Bachelors,2,Upper Floor
3,12000,1275,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,13000,700,Hyderabad,Unfurnished,Bachelors,1,Lower Floor
2,25000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,9000,850,Hyderabad,Semi-Furnished,Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,13500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,21000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,24000,1350,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,55000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,32000,1250,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,8500,1050,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,15000,1500,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,3000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,52000,0,Hyderabad,Semi-Furnished,Family,3,Upper Floor
2,9500,650,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,9000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
2,39000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
1,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
4,120000,0,Hyderabad,Semi-Furnished,Family,4,Upper Floor
3,25000,1500,Hyderabad,Semi-Furnished,Family,3,Lower Floor
1,14000,540,Hyderabad,Unfurnished,Bachelors,1,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,1350,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,35000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
2,16000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
2,14000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,7000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,10000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,25000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,9000,100,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,7000,800,Hyderabad,Unfurnished,Bachelors,2,Ground Floor/Basement
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,9000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,30000,1500,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,15500,0,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,10500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
2,15000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,21000,0,Hyderabad,Unfurnished,Bachelors,2,Upper Floor
1,9000,890,Hyderabad,Semi-Furnished,Bachelors,1,Upper Floor
3,30000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,6000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,45000,1350,Hyderabad,Furnished,Bachelors,2,Upper Floor
2,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,16000,0,Hyderabad,Unfurnished,Bachelors/Family,3,Lower Floor
3,22000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
2,13000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
1,9000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
3,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,6500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
3,45000,2352,Hyderabad,Semi-Furnished,Family,4,Lower Floor
3,42000,2671,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,12000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
3,24000,0,Hyderabad,Semi-Furnished,Bachelors/Family,4,Lower Floor
2,16000,1050,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,8000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,6500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,22000,0,Hyderabad,Semi-Furnished,Family,2,Upper Floor
1,6200,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,9000,0,Hyderabad,Furnished,Bachelors/Family,1,Lower Floor
2,9000,1156,Hyderabad,Unfurnished,Bachelors,2,Ground Floor/Basement
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,1250,Hyderabad,Semi-Furnished,Bachelors,2,Upper Floor
3,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,6800,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
1,5000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Hyderabad,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,18000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,15000,0,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
3,23000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,10500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,37000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,16000,1050,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,14000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,12500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,35000,1700,Hyderabad,Semi-Furnished,Bachelors,3,Upper Floor
3,30000,1800,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
1,8000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,7000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,5500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
2,8500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Hyderabad,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,16000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,8000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,45000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,9000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,1,Lower Floor
4,60000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,70000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,9000,1100,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,5800,0,Hyderabad,Unfurnished,Family,2,Lower Floor
1,9000,0,Hyderabad,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,18000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,45000,1742,Hyderabad,Semi-Furnished,Family,3,Upper Floor
3,55000,2000,Hyderabad,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
1,9500,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,35000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,7500,0,Hyderabad,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,25000,0,Hyderabad,Furnished,Bachelors/Family,3,Ground Floor/Basement
2,12500,0,Hyderabad,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
3,22000,1800,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,42000,2000,Hyderabad,Semi-Furnished,Family,3,Lower Floor
1,8000,0,Hyderabad,Furnished,Bachelors/Family,1,Ground Floor/Basement
2,20000,0,Hyderabad,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,19000,1100,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,14000,550,Hyderabad,Unfurnished,Bachelors,1,Lower Floor
2,18500,920,Hyderabad,Semi-Furnished,Family,2,Upper Floor
3,38000,1400,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,67000,0,Hyderabad,Semi-Furnished,Family,3,Lower Floor
2,5000,0,Hyderabad,Unfurnished,Family,2,Upper Floor
1,25000,700,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Hyderabad,Unfurnished,Bachelors/Family,1,Lower Floor
4,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,25000,1050,Hyderabad,Furnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors,2,Lower Floor
4,17000,0,Hyderabad,Unfurnished,Bachelors/Family,4,Lower Floor
3,47000,0,Hyderabad,Furnished,Bachelors/Family,3,Lower Floor
2,10000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Upper Floor
1,7500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,21000,0,Hyderabad,Furnished,Bachelors/Family,2,Upper Floor
3,15000,1270,Hyderabad,Furnished,Family,2,Lower Floor
1,7500,0,Hyderabad,Unfurnished,Bachelors/Family,1,Upper Floor
1,6500,500,Hyderabad,Unfurnished,Bachelors,1,Upper Floor
2,7500,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,15000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
2,11000,0,Hyderabad,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,23000,1900,Hyderabad,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,11000,0,Hyderabad,Unfurnished,Bachelors/Family,2,Lower Floor
